party	member_name	question	answer	comment
Lietuvos žaliųjų partija	Lina Samulytė	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	COVID-19 pandemija puikiai iliustravo, kad privataus ir viešojo sektorių sinergija teikiant medicinines sveikatos paslaugas yra reikalinga: privačios medicininės laboratorijos buvo pasiruošusios imti ir masiškai tirti mėginius, kai viešasis dėl privalomų procedūrų šiame procese užtruko ilgiau.
Lietuvos žaliųjų partija	Lina Samulytė	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	"Mūsų rinkimų programos siekiai: 1. Sumažinti PVM dydį nuo dabar taikomo 21 proc. iki 18 proc. 2. Ekologiškai produkcijai taikyti lengvatinį 9 proc. PVM. tarifą, prieš tai tiksliai ir aiškiai teisiškai reglamentuojant „ekologiško produkto"", įskaitant sudėtį, įpakavimą ir logistikos grandinę, sąvoką bei kriterijus."
Lietuvos žaliųjų partija	Lina Samulytė	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	GPM tarifas yra tik dalis bendros mokesčių sistemos, todėl manome, kad požiūris į mokesčių politiką turi būti kompleksinis, visų pirma užtikrinantis mažiausiai uždirbančiųjų gerovę. Keliame tikslą pasiekti, kad Lietuva VMDU ir MMA atžvilgiu pasiektų ES vidurkius.
Lietuvos žaliųjų partija	Lina Samulytė	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	Švietimo sistemos pagrindinis tikslas turi būti užtikrinti kokybišką išsilavinimą. Šiuo metu mažosios regionų mokyklos su šiuo uždaviniu susidoroja nepakankamai gerai. Sukonsolidavę išteklius turėsime daugiau galimybių pasiekti kokybiškesnį rezultatą.
Lietuvos žaliųjų partija	Lina Samulytė	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Visiškai sutinku	Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui. Siekiame įvertinti galimybes ilgalaikėje perspektyvoje įvykdyti žaliąją mokesčių sistemos pertvarką, kurios pagrindinias elementas – gyventojų pajamų ir pan. apmokestinimo mažinimas, kartu įtvirtinant visą ekonomiką apimantį tiesioginį CO2 emisijų mokestį, kuris pakeistų ir išplėstų kai kuriuos kitus aplinkosauginius mokesčius. Tokiu būdu atsirastų stiprus, efektyvesnis už ribojimus ir draudimus, ekonominis instrumentas ir kainos signalas. Jis padėtų žymiai sumažinti šalies ekonomikos subjektų ir namų ūkių į atmosferą išmetamą šiltnamio efektą sukeliančių dujų kiekį.
Lietuvos žaliųjų partija	Lina Samulytė	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Greičiau nesutinku	Būtina dekriminalizuoti marichuanos įsigijimą ir vartojimą asmeniniais tikslais. Tačiau narkotikų verslas, mūsų nuomone, turi būti persekiojamas baudžiamąja tvarka.
Lietuvos žaliųjų partija	Lina Samulytė	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Viena iš mūsų rinkiminių programinių nuostatų - įtvirtinti Lietuvos Respublikos piliečių teisę asmens tapatybę patvirtinančiuose dokumentuose rašyti savo vardus ir pavardes originalo kalba, naudojant lotyniškus rašmenis.
Lietuvos žaliųjų partija	Lina Samulytė	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	Pasisakome už civilinę partnerystę tarp tos pačios lyties asmenų, taip pat nematome priežasčių kodėl neturėtų būti diskutuojama dėl teisės formalizuoti savo santykius ir kitais pagrindais, pvz. santuokos, kas reikalautų Konstitucijos ir kitų teisės aktų pakeitimų.
Lietuvos žaliųjų partija	Lina Samulytė	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	Siūlome taikyti proaktyvią ir kontroliuojamą imigracijos politiką, kurios esmė – pritraukti protus ir reikalingų profesijų žmones su šeimomis iš pasirinktų ne ES valstybių, suteikiant jiems darbą ir pagal papildomas sąlygas garantuojant teisę į pilietybę po 5 metų.
Lietuvos žaliųjų partija	Lina Samulytė	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Lietuvos žaliųjų partija	Lina Samulytė	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Svarbu ne griežtinti bausmes, o užtikrinti savalaikį bausmės neišvengiamumą. Vis dėlto kai kuriose srityse griežtesnis reguliavimas būtinas. Pavyzdžiui, rinkimų programoje esame įtvirtinę siekį nustatyti proporcingesnes bausmes už žiaurų elgesį su gyvūnais.
Lietuvos žaliųjų partija	Lina Samulytė	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	Manome, kad pandemija gali būti suvaldoma be tokių ekstremalių priemonių, pavyzdžiui, vykdant griežtesnę kontrolę pasienio punktuose (jūrų, oro uostai) ir pan.
Lietuvos žaliųjų partija	Lina Samulytė	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Lietuvos žaliųjų partija	Lina Samulytė	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Šiuolaikinė branduolinė energetika neužtikrina saugumo ir neatitinka ekologinių lūkesčių, visas pastangas turime dėti į atsinaujinančios energetikos plėtrą.
Lietuvos žaliųjų partija	Lina Samulytė	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Lietuvos žaliųjų partija	Lina Samulytė	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	Manome, kad sparčiai augantis Lietuvos BVP sudaro pakankamas sąlygas gynybos sistemos plėtrai ir modernizavimui, net jei laikomės pradinio 2 proc. nuo BVP įsipareigojimo.
Lietuvos žaliųjų partija	Lina Samulytė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Lietuvos žaliųjų partija	Lina Samulytė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	Tokio masto ir tokio pobūdžio žmogaus teisių pažeidimai, kurie vykdyti po pastarųjų Baltarusijos prezidento rinkimų, negali būti toleruojami tiek dvišaliuose, tiek daugiašaliuose santykiuose.
Lietuvos žaliųjų partija	Lina Samulytė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai sutinku	
Lietuvos žaliųjų partija	Lina Samulytė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Samulytė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	Istoriškai partnerystė su Lenkija Lietuvai yra ko gero pati svarbiausia, todėl turėtume ne riboti savo ryšius su kaimynais, o įvairiausiais diplomatiniais, visuomeninių ir verslo organizacijų bei kitais kanalais turėtume siekti, kad Lenkijoje būtų laikomasi aukščiausių demokratijos standartų ir žmogaus teisių apsaugos principų.
Lietuvos žaliųjų partija	Lina Samulytė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Samulytė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Samulytė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau sutinku	ES turi turėti svaresnį vaidmenį tose viešosios politikos srityse, kurios reikalauja vieningo daugiašalio veikimo (pvz. užsienio politika, gynyba, aplinkosauga, kt.)
Lietuvos žaliųjų partija	Lina Samulytė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Lina Samulytė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Lina Samulytė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Siekiame, kad priimant valstybei ir savivaldybėms itin svarbius sprendimus, būtų inicijuojami referendumai ir vietos savivaldos gyventojų apklausos.
Lietuvos žaliųjų partija	Lina Samulytė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	Laikomės principo, kad vieno asmens teisės neturi pažeisti kitų asmenų teisių ir taip pat vadovaujamės mokslininkų nuomone dėl skiepų naudos. COVID-19 pandemijos pavyzdys atskleidė, kaip stipriai vienas nuo kito esame priklausome, todėl asmeninius sprendimus privalome priimti atsižvelgami į jų poveikį kitiems.
Lietuvos žaliųjų partija	Lina Samulytė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Lietuvos žaliųjų partija	Lina Samulytė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Pasisakome už tiesioginių seniūnų rinkimų idėją, remiaiame dalyvaujamojo biudžeto įvedimą ir kitas daugiau autonomijos savivaldybėms suteikiančias priemones.
Lietuvos žaliųjų partija	Lina Simokaitienė	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	Pasisakome už progresinius mokesčius, tačiau ne vien didinant mokesčius gaunantiems didesnes pajamas, o mažinant mokesčius gaunantiems mažas pajamas.
Lietuvos žaliųjų partija	Lina Simokaitienė	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	Valstybės įsikišimą pateisiname poreikiu pakloti tvirtus pagrindus efektyviam žiedinės ekonomikos, kuri yra esminis kovos su klimato kaita įrankis, veikimui. Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui.
Lietuvos žaliųjų partija	Lina Simokaitienė	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	COVID-19 pandemija puikiai iliustravo, kad privataus ir viešojo sektorių sinergija teikiant medicinines sveikatos paslaugas yra reikalinga: privačios medicininės laboratorijos buvo pasiruošusios imti ir masiškai tirti mėginius, kai viešasis dėl privalomų procedūrų šiame procese užtruko ilgiau.
Lietuvos žaliųjų partija	Lina Simokaitienė	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	"Mūsų rinkimų programos siekiai: 1. Sumažinti PVM dydį nuo dabar taikomo 21 proc. iki 18 proc. 2. Ekologiškai produkcijai taikyti lengvatinį 9 proc. PVM. tarifą, prieš tai tiksliai ir aiškiai teisiškai reglamentuojant „ekologiško produkto"", įskaitant sudėtį, įpakavimą ir logistikos grandinę, sąvoką bei kriterijus."
Lietuvos žaliųjų partija	Lina Simokaitienė	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	"GPM tarifas yra tik dalis bendros mokesčių sistemos, todėl manome, kad požiūris į mokesčių politiką turi būti kompleksinis, visų pirma 
užtikrinantis mažiausiai uždirbančiųjų gerovę. Keliame tikslą pasiekti, kad Lietuva VMDU ir MMA atžvilgiu pasiektų ES vidurkius."
Lietuvos žaliųjų partija	Lina Simokaitienė	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau sutinku	Švietimo sistemos pagrindinis tikslas turi būti užtikrinti kokybišką išsilavinimą. Šiuo metu mažosios regionų mokyklos su šiuo uždaviniu susidoroja nepakankamai gerai. Sukonsolidavę išteklius turėsime daugiau galimybių pasiekti kokybiškesnį rezultatą.
Lietuvos žaliųjų partija	Lina Simokaitienė	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Visiškai sutinku	"Mūsų vizija – sąžininga, aplinkai, žmonių sveikatai ir mažesnes pajamas gaunantiems piliečiams palankesnė mokesčių politika, mokesčių sistemos pertvarkymas pagal ekologinius kriterijus, kuriant finansines paskatas aplinkai draugiškesnei gamybai ir vartojimui, aplinkos taršos mažinimui. Siekiame įvertinti galimybes ilgalaikėje perspektyvoje įvykdyti žaliąją mokesčių sistemos pertvarką, kurios pagrindinias elementas – gyventojų pajamų

ir pan. apmokestinimo mažinimas, kartu įtvirtinant visą ekonomiką apimantį tiesioginį CO2 emisijų mokestį, kuris pakeistų ir išplėstų kai kuriuos kitus aplinkosauginius mokesčius. Tokiu būdu atsirastų stiprus, efektyvesnis už ribojimus ir draudimus, ekonominis instrumentas ir kainos signalas. Jis padėtų žymiai sumažinti šalies ekonomikos subjektų ir namų ūkių į atmosferą išmetamą šiltnamio efektą sukeliančių dujų kiekį."
Lietuvos žaliųjų partija	Lina Simokaitienė	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Greičiau nesutinku	Būtina dekriminalizuoti marichuanos įsigijimą ir vartojimą asmeniniais tikslais. Tačiau narkotikų verslas, mūsų nuomone, turi būti persekiojamas baudžiamąja tvarka.
Lietuvos žaliųjų partija	Lina Simokaitienė	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Viena iš mūsų rinkiminių programinių nuostatų - įtvirtinti Lietuvos Respublikos piliečių teisę asmens tapatybę patvirtinančiuose dokumentuose rašyti savo vardus ir pavardes originalo kalba, naudojant lotyniškus rašmenis.
Lietuvos žaliųjų partija	Lina Simokaitienė	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	Pasisakome už civilinę partnerystę tarp tos pačios lyties asmenų, taip pat nematome priežasčių kodėl neturėtų būti diskutuojama dėl teisės formalizuoti savo santykius ir kitais pagrindais, pvz. santuokos, kas reikalautų Konstitucijos ir kitų teisės aktų pakeitimų.
Lietuvos žaliųjų partija	Lina Simokaitienė	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	Siūlome taikyti proaktyvią ir kontroliuojamą imigracijos politiką, kurios esmė – pritraukti protus ir reikalingų profesijų žmones su šeimomis iš pasirinktų ne ES valstybių, suteikiant jiems darbą ir pagal papildomas sąlygas garantuojant teisę į pilietybę po 5 metų.
Lietuvos žaliųjų partija	Lina Simokaitienė	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Svarbu ne griežtinti bausmes, o užtikrinti savalaikį bausmės neišvengiamumą. Vis dėlto kai kuriose srityse griežtesnis reguliavimas būtinas. Pavyzdžiui, rinkimų programoje esame įtvirtinę siekį nustatyti proporcingesnes bausmes už žiaurų elgesį su gyvūnais.
Lietuvos žaliųjų partija	Lina Simokaitienė	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	Manome, kad pandemija gali būti suvaldoma be tokių ekstremalių priemonių, pavyzdžiui, vykdant griežtesnę kontrolę pasienio punktuose (jūrų, oro uostai) ir pan.
Lietuvos žaliųjų partija	Lina Simokaitienė	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Šiuolaikinė branduolinė energetika neužtikrina saugumo ir neatitinka ekologinių lūkesčių, visas pastangas turime dėti į atsinaujinančios energetikos plėtrą
Lietuvos žaliųjų partija	Lina Simokaitienė	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	Manome, kad sparčiai augantis Lietuvos BVP sudaro pakankamas sąlygas gynybos sistemos plėtrai ir modernizavimui, net jei laikomės pradinio 2 proc. nuo BVP įsipareigojimo.
Lietuvos žaliųjų partija	Lina Simokaitienė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	Tokio masto ir tokio pobūdžio žmogaus teisių pažeidimai, kurie vykdyti po pastarųjų Baltarusijos prezidento rinkimų, negali būti toleruojami tiek dvišaliuose, tiek daugiašaliuose santykiuose.
Lietuvos žaliųjų partija	Lina Simokaitienė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai sutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	Istoriškai partnerystė su Lenkija Lietuvai yra ko gero pati svarbiausia, todėl turėtume ne riboti savo ryšius su kaimynais, o įvairiausiais diplomatiniais, visuomeninių ir verslo organizacijų bei kitais kanalais turėtume siekti, kad Lenkijoje būtų laikomasi aukščiausių demokratijos standartų ir žmogaus teisių apsaugos principų.
Lietuvos žaliųjų partija	Lina Simokaitienė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Lietuvos žaliųjų partija	Lina Simokaitienė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau sutinku	ES turi turėti svaresnį vaidmenį tose viešosios politikos srityse, kurios reikalauja vieningo daugiašalio veikimo (pvz. užsienio politika, gynyba, aplinkosauga, kt.)
Lietuvos žaliųjų partija	Lina Simokaitienė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Lina Simokaitienė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	Pasisakome už nuodugnesnę diskusiją. Sprendimas turi būti priimtas istorikų ir kitų mokslininkų bei tyrinėtojų nuomone, plačiai aptarus ir išdiskutavus nevienareikšmiškai vertinamus asmenybės biografijos faktus.
Lietuvos žaliųjų partija	Lina Simokaitienė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Siekiame, kad priimant valstybei ir savivaldybėms itin svarbius sprendimus, būtų inicijuojami referendumai ir vietos savivaldos gyventojų apklausos.
Lietuvos žaliųjų partija	Lina Simokaitienė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	Laikomės principo, kad vieno asmens teisės neturi pažeisti kitų asmenų teisių ir taip pat vadovaujamės mokslininkų nuomone dėl skiepų naudos. COVID-19 pandemijos pavyzdys atskleidė, kaip stipriai vienas nuo kito esame priklausome, todėl asmeninius sprendimus privalome priimti atsižvelgdami į jų poveikį kitiems.
Lietuvos žaliųjų partija	Lina Simokaitienė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Lietuvos žaliųjų partija	Lina Simokaitienė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	Viskas, kas gali būti padaryta savivaldos lygiu, ir turėtų būti atliekama ten, o ne centrinės valdžios institucijose. Centrinė valdžia turi vykdyti savivaldybių sprendimų stebėseną ir kontrolę, kad būtų išlaikomas valstybės stabilumas, bet ne spręsti už savivaldybes. Pasisakome už tiesioginių seniūnų rinkimų idėją, remiame dalyvaujamojo biudžeto įvedimą ir kitas daugiau autonomijos savivaldybėms suteikiančias priemones.
Lietuvos žaliųjų partija	Mantas Leliukas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Visiškai nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Nei taip, nei ne	
Lietuvos žaliųjų partija	Mantas Leliukas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Lietuvos žaliųjų partija	Mantas Leliukas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Nei taip, nei ne	
